1|4|0.0
1|9|0.0
1|13|0.0
1|19|0.0
1|27|0.0
1|30|0.0
1|31|0.0
1|53|0.0
1|58|0.0
1|85|0.0
1|86|0.0
1|90|0.0
1|98|0.0
1|105|0.0
1|112|0.0
1|117|0.0
1|136|0.0
1|236|0.0
1|350|0.0
1|427|0.0
1|498|0.0
1|518|0.0
1|711|0.0
2|9|0.0
2|24|0.0
2|31|0.0
2|40|0.0
2|51|0.0
2|54|0.0
2|113|0.0
2|126|0.0
2|163|0.0
2|222|0.0
2|266|0.0
2|432|0.0
2|516|0.0
2|518|0.0
3|5|0.0
3|10|0.0
3|12|0.0
3|18|0.0
3|25|0.0
3|29|0.0
3|33|0.0
3|35|0.0
3|40|0.0
3|51|0.0
3|57|0.0
3|74|0.0
3|75|0.0
3|76|0.0
3|78|0.0
3|85|0.0
3|86|0.0
3|99|0.0
3|101|0.0
3|105|0.0
3|113|0.0
3|136|0.0
3|145|0.0
3|157|0.0
3|166|0.0
3|202|0.0
3|223|0.0
3|420|0.0
3|875|0.0
3|888|0.0
4|14|0.0
4|19|0.0
4|21|0.0
4|27|0.0
4|29|0.0
4|30|0.0
4|31|0.0
4|33|0.0
4|42|0.0
4|45|0.0
4|56|0.0
4|60|0.0
4|63|0.0
4|64|0.0
4|68|0.0
4|76|0.0
4|77|0.0
4|89|0.0
4|96|0.0
4|98|0.0
4|101|0.0
4|103|0.0
4|104|0.0
4|105|0.0
4|111|0.0
4|113|0.0
4|114|0.0
4|117|0.0
4|122|0.0
4|126|0.0
4|142|0.0
4|147|0.0
4|161|0.0
4|203|0.0
4|234|0.0
4|235|0.0
4|238|0.0
4|240|0.0
4|266|0.0
4|360|0.0
4|412|0.0
4|420|0.0
4|498|0.0
4|777|0.0
4|876|0.0
4|888|0.0
5|13|0.0
5|24|0.0
5|28|0.0
5|40|0.0
5|44|0.0
5|50|0.0
5|51|0.0
5|60|0.0
5|77|0.0
5|79|0.0
5|81|0.0
5|86|0.0
5|131|0.0
5|134|0.0
5|166|0.0
5|203|0.0
5|222|0.0
5|240|0.0
5|518|0.0
5|875|0.0
5|895|0.0
6|22|0.0
6|23|0.0
6|24|0.0
6|32|0.0
6|45|0.0
6|48|0.0
6|57|0.0
6|63|0.0
6|86|0.0
6|91|0.0
6|104|0.0
6|517|0.0
6|523|0.0
7|1|0.0
7|10|0.0
7|12|0.0
7|18|0.0
7|21|0.0
7|23|0.0
7|27|0.0
7|38|0.0
7|43|0.0
7|48|0.0
7|57|0.0
7|79|0.0
7|80|0.0
7|106|0.0
7|111|0.0
7|119|0.0
7|147|0.0
7|150|0.0
7|154|0.0
7|164|0.0
7|254|0.0
7|412|0.0
7|517|0.0
7|711|0.0
8|13|0.0
8|15|0.0
8|16|0.0
8|17|0.0
8|18|0.0
8|20|0.0
8|24|0.0
8|30|0.0
8|36|0.0
8|54|0.0
8|55|0.0
8|58|0.0
8|60|0.0
8|62|0.0
8|63|0.0
8|80|0.0
8|82|0.0
8|86|0.0
8|98|0.0
8|99|0.0
8|110|0.0
8|113|0.0
8|117|0.0
8|145|0.0
8|157|0.0
8|161|0.0
8|164|0.0
8|203|0.0
8|222|0.0
8|235|0.0
8|238|0.0
8|254|0.0
8|266|0.0
8|412|0.0
8|516|0.0
8|523|0.0
8|875|0.0
8|876|0.0
8|888|0.0
9|4|0.0
9|13|0.0
9|21|0.0
9|22|0.0
9|29|0.0
9|32|0.0
9|45|0.0
9|53|0.0
9|60|0.0
9|63|0.0
9|79|0.0
9|80|0.0
9|90|0.0
9|98|0.0
9|99|0.0
9|103|0.0
9|104|0.0
9|115|0.0
9|119|0.0
9|121|0.0
9|126|0.0
9|133|0.0
9|145|0.0
9|147|0.0
9|222|0.0
9|234|0.0
9|236|0.0
9|432|0.0
9|517|0.0
10|6|0.0
10|8|0.0
10|11|0.0
10|12|0.0
10|13|0.0
10|25|0.0
10|30|0.0
10|31|0.0
10|37|0.0
10|48|0.0
10|50|0.0
10|51|0.0
10|62|0.0
10|67|0.0
10|68|0.0
10|75|0.0
10|76|0.0
10|85|0.0
10|99|0.0
10|101|0.0
10|107|0.0
10|110|0.0
10|112|0.0
10|121|0.0
10|141|0.0
10|245|0.0
11|1|0.0
11|5|0.0
11|6|0.0
11|14|0.0
11|15|0.0
11|17|0.0
11|19|0.0
11|22|0.0
11|24|0.0
11|25|0.0
11|29|0.0
11|30|0.0
11|33|0.0
11|35|0.0
11|38|0.0
11|50|0.0
11|59|0.0
11|64|0.0
11|67|0.0
11|74|0.0
11|75|0.0
11|76|0.0
11|77|0.0
11|78|0.0
11|80|0.0
11|86|0.0
11|96|0.0
11|102|0.0
11|103|0.0
11|105|0.0
11|112|0.0
11|113|0.0
11|114|0.0
11|117|0.0
11|131|0.0
11|133|0.0
11|150|0.0
11|157|0.0
11|166|0.0
11|200|0.0
11|202|0.0
11|222|0.0
11|234|0.0
11|266|0.0
11|267|0.0
11|412|0.0
11|429|0.0
11|432|0.0
11|516|0.0
11|523|0.0
11|711|0.0
11|888|0.0
12|9|0.0
12|14|0.0
12|15|0.0
12|18|0.0
12|22|0.0
12|34|0.0
12|53|0.0
12|54|0.0
12|75|0.0
12|81|0.0
12|82|0.0
12|90|0.0
12|98|0.0
12|103|0.0
12|104|0.0
12|111|0.0
12|143|0.0
12|145|0.0
12|154|0.0
12|223|0.0
12|234|0.0
12|350|0.0
12|555|0.0
12|711|0.0
13|3|0.0
13|6|0.0
13|27|0.0
13|32|0.0
13|35|0.0
13|48|0.0
13|55|0.0
13|62|0.0
13|75|0.0
13|77|0.0
13|80|0.0
13|110|0.0
13|114|0.0
13|119|0.0
13|120|0.0
13|131|0.0
13|221|0.0
13|235|0.0
13|238|0.0
13|267|0.0
13|268|0.0
13|432|0.0
13|777|0.0
14|1|0.0
14|6|0.0
14|7|0.0
14|24|0.0
14|39|0.0
14|43|0.0
14|44|0.0
14|55|0.0
14|64|0.0
14|69|0.0
14|75|0.0
14|86|0.0
14|92|0.0
14|102|0.0
14|105|0.0
14|110|0.0
14|119|0.0
14|133|0.0
14|134|0.0
14|142|0.0
14|154|0.0
14|164|0.0
14|222|0.0
14|234|0.0
14|236|0.0
14|238|0.0
14|245|0.0
14|246|0.0
14|266|0.0
14|516|0.0
14|875|0.0
15|6|0.0
15|7|0.0
15|9|0.0
15|13|0.0
15|27|0.0
15|35|0.0
15|43|0.0
15|44|0.0
15|45|0.0
15|51|0.0
15|53|0.0
15|56|0.0
15|58|0.0
15|59|0.0
15|61|0.0
15|63|0.0
15|67|0.0
15|77|0.0
15|78|0.0
15|80|0.0
15|101|0.0
15|102|0.0
15|107|0.0
15|119|0.0
15|120|0.0
15|131|0.0
15|154|0.0
15|221|0.0
15|238|0.0
15|240|0.0
15|412|0.0
15|516|0.0
15|518|0.0
15|523|0.0
15|711|0.0
15|777|0.0
15|895|0.0
16|6|0.0
16|13|0.0
16|18|0.0
16|27|0.0
16|30|0.0
16|35|0.0
16|40|0.0
16|43|0.0
16|45|0.0
16|53|0.0
16|55|0.0
16|56|0.0
16|63|0.0
16|76|0.0
16|82|0.0
16|91|0.0
16|96|0.0
16|98|0.0
16|101|0.0
16|102|0.0
16|110|0.0
16|133|0.0
16|143|0.0
16|154|0.0
16|166|0.0
16|200|0.0
16|201|0.0
16|203|0.0
16|266|0.0
16|268|0.0
16|420|0.0
16|498|0.0
16|516|0.0
16|875|0.0
16|876|0.0
17|1|0.0
17|7|0.0
17|13|0.0
17|14|0.0
17|15|0.0
17|16|0.0
17|18|0.0
17|19|0.0
17|23|0.0
17|25|0.0
17|29|0.0
17|32|0.0
17|45|0.0
17|54|0.0
17|58|0.0
17|67|0.0
17|74|0.0
17|76|0.0
17|82|0.0
17|89|0.0
17|91|0.0
17|98|0.0
17|103|0.0
17|105|0.0
17|107|0.0
17|114|0.0
17|127|0.0
17|145|0.0
17|164|0.0
17|166|0.0
17|221|0.0
17|223|0.0
17|236|0.0
17|238|0.0
17|267|0.0
17|497|0.0
17|526|0.0
17|875|0.0
17|895|0.0
18|2|0.0
18|4|0.0
18|10|0.0
18|11|0.0
18|13|0.0
18|15|0.0
18|25|0.0
18|28|0.0
18|32|0.0
18|38|0.0
18|40|0.0
18|53|0.0
18|74|0.0
18|77|0.0
18|83|0.0
18|90|0.0
18|92|0.0
18|98|0.0
18|103|0.0
18|112|0.0
18|121|0.0
18|147|0.0
18|150|0.0
18|157|0.0
18|163|0.0
18|234|0.0
18|266|0.0
18|268|0.0
18|875|0.0
18|876|0.0
19|8|0.0
19|9|0.0
19|10|0.0
19|13|0.0
19|23|0.0
19|25|0.0
19|27|0.0
19|32|0.0
19|33|0.0
19|36|0.0
19|37|0.0
19|38|0.0
19|43|0.0
19|50|0.0
19|53|0.0
19|55|0.0
19|62|0.0
19|63|0.0
19|69|0.0
19|72|0.0
19|74|0.0
19|83|0.0
19|84|0.0
19|86|0.0
19|98|0.0
19|104|0.0
19|107|0.0
19|113|0.0
19|122|0.0
19|131|0.0
19|136|0.0
19|157|0.0
19|161|0.0
19|201|0.0
19|202|0.0
19|223|0.0
19|234|0.0
19|236|0.0
19|245|0.0
19|254|0.0
19|360|0.0
19|429|0.0
19|498|0.0
19|875|0.0
19|887|0.0
19|888|0.0
20|7|0.0
20|17|0.0
20|18|0.0
20|25|0.0
20|32|0.0
20|36|0.0
20|37|0.0
20|51|0.0
20|54|0.0
20|55|0.0
20|86|0.0
20|89|0.0
20|104|0.0
20|105|0.0
20|122|0.0
20|141|0.0
20|147|0.0
20|202|0.0
20|221|0.0
20|266|0.0
20|360|0.0
20|412|0.0
20|711|0.0
21|1|0.0
21|14|0.0
21|16|0.0
21|24|0.0
21|30|0.0
21|33|0.0
21|36|0.0
21|37|0.0
21|44|0.0
21|56|0.0
21|60|0.0
21|68|0.0
21|69|0.0
21|74|0.0
21|80|0.0
21|85|0.0
21|90|0.0
21|91|0.0
21|96|0.0
21|98|0.0
21|102|0.0
21|104|0.0
21|107|0.0
21|110|0.0
21|113|0.0
21|126|0.0
21|136|0.0
21|143|0.0
21|166|0.0
21|221|0.0
21|222|0.0
21|246|0.0
21|518|0.0
21|526|0.0
21|875|0.0
21|887|0.0
21|888|0.0
22|5|0.0
22|14|0.0
22|20|0.0
22|23|0.0
22|29|0.0
22|32|0.0
22|36|0.0
22|37|0.0
22|41|0.0
22|48|0.0
22|56|0.0
22|61|0.0
22|80|0.0
22|86|0.0
22|89|0.0
22|90|0.0
22|101|0.0
22|103|0.0
22|105|0.0
22|106|0.0
22|110|0.0
22|113|0.0
22|117|0.0
22|131|0.0
22|133|0.0
22|136|0.0
22|202|0.0
22|203|0.0
22|234|0.0
22|235|0.0
22|236|0.0
22|267|0.0
22|268|0.0
22|421|0.0
22|526|0.0
22|711|0.0
22|875|0.0
22|887|0.0
22|888|0.0
23|2|0.0
23|5|0.0
23|9|0.0
23|15|0.0
23|20|0.0
23|21|0.0
23|25|0.0
23|27|0.0
23|53|0.0
23|64|0.0
23|67|0.0
23|74|0.0
23|76|0.0
23|80|0.0
23|85|0.0
23|99|0.0
23|102|0.0
23|103|0.0
23|115|0.0
23|122|0.0
23|127|0.0
23|157|0.0
23|203|0.0
23|222|0.0
23|223|0.0
23|245|0.0
23|246|0.0
23|432|0.0
23|517|0.0
23|523|0.0
23|777|0.0
23|876|0.0
24|3|0.0
24|10|0.0
24|12|0.0
24|18|0.0
24|19|0.0
24|25|0.0
24|32|0.0
24|33|0.0
24|41|0.0
24|45|0.0
24|48|0.0
24|53|0.0
24|54|0.0
24|56|0.0
24|68|0.0
24|80|0.0
24|83|0.0
24|84|0.0
24|101|0.0
24|103|0.0
24|104|0.0
24|122|0.0
24|143|0.0
24|145|0.0
24|157|0.0
24|166|0.0
24|202|0.0
24|254|0.0
24|266|0.0
24|267|0.0
24|412|0.0
24|420|0.0
24|516|0.0
24|526|0.0
24|888|0.0
24|895|0.0
25|15|0.0
25|16|0.0
25|32|0.0
25|42|0.0
25|45|0.0
25|48|0.0
25|53|0.0
25|61|0.0
25|74|0.0
25|77|0.0
25|86|0.0
25|96|0.0
25|117|0.0
25|119|0.0
25|120|0.0
25|154|0.0
25|221|0.0
25|266|0.0
25|350|0.0
25|360|0.0
25|429|0.0
25|432|0.0
25|711|0.0
25|876|0.0
25|887|0.0
26|1|0.0
26|5|0.0
26|9|0.0
26|13|0.0
26|14|0.0
26|16|0.0
26|17|0.0
26|19|0.0
26|25|0.0
26|29|0.0
26|31|0.0
26|35|0.0
26|36|0.0
26|42|0.0
26|45|0.0
26|51|0.0
26|53|0.0
26|54|0.0
26|56|0.0
26|57|0.0
26|63|0.0
26|64|0.0
26|74|0.0
26|81|0.0
26|83|0.0
26|90|0.0
26|91|0.0
26|92|0.0
26|99|0.0
26|110|0.0
26|111|0.0
